SMILES,3CL_enzymatic_activity,ACE2_enzymatic_activity,HEK293_cell_line_toxicity_,Human_fibroblast_toxicity,MERS_Pseudotyped_particle_entry,MERS_Pseudotyped_particle_entry_(Huh7_tox_counterscreen),SARS-CoV_Pseudotyped_particle_entry,SARS-CoV_Pseudotyped_particle_entry_(VeroE6_tox_counterscreen),SARS-CoV-2_cytopathic_effect_(CPE),SARS-CoV-2_cytopathic_effect_(host_tox_counterscreen),Spike-ACE2_protein-protein_interaction_(AlphaLISA),Spike-ACE2_protein-protein_interaction_(TruHit_Counterscreen),TMPRSS2_enzymatic_activity
OC[C@H]1O[C@@H](OC2O\C=C3/[C@@H](C[C@H]4N(CCC5=C4[NH]C6=C5C=CC=C6)C3=O)[C@H]2C=C)[C@H](O)[C@@H](O)[C@@H]1O,0,,0,,,,,,0,0,,,
CO[C@H]1[C@@H](O)[C@@H](O[C@@H](C)[C@@H]1OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)O[C@H]4CC[C@@]5(C)C(CCC6C5CC[C@]78COC9(COC(=O)C9)C7CCC68O)C4,0,,2,,,,,,0,2,,,
NC1=C2C(=C[N]([C@@H]3O[C@H](CO)[C@H](O)[C@@H]3O)C2=NC=N1)C#N,0,,3,,,,,,0,1,,,
C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC2=CC=C(CN3CCOCC3)C=C2)C(=O)NO,0,,0,,,,,,0,0,,,
OC(=O)[C@H](CC1=CC=CC=C1)OC2=CC=C(C=C2)C3=CC=CC=C3,0,,0,,,,,,0,0,,,
CC(C)OC1=CC=C(C=C1)C2=C[N]3N=CC(=C3N=C2)C4=CC=NC5=C4C=CC=C5,0,,1,,,,,,0,0,,,
COC1=CC=C(C=C1)N2\N=C3/C(=C\NC4=C3C=CC=C4)C2=O,0,,0,,,,,,0,0,,,
C[N]1C(=CC2=C(N=C(N=C12)N3CCCC3)N4CCCC4)C,1,,1,,,,,,0,0,,,
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)C1=CC=CC(=N1)C2=CC=CC=C2)[C@@H](C)O)B(O)O,0,,3,,,,,,,,,,
CN[C@H]1[C@H](O)[C@@H](OC[C@@]1(C)O)O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H]([C@H](C)O)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O,0,,0,,,,,,0,0,,,
O[C@H]1CC[C@@H](CC1)NC2=C3C=C[NH]C3=NC(=N2)C4=CC=CC=C4,0,,1,,,,,,0,0,,,
CCOC(=O)C1=CC(=C(NC2CCCCC2)C=C1)N,0,,0,,,,,,0,0,,,
CC1=C(CN2CCN\3C(=O)/C4=C(CCN(CC5=CC=CC=C5)C4)\N=C23)C=CC=C1,0,,1,,,,,,0,0,,,
C[C@@H](O[C@H]1OCCN(C\C2=N\C(=O)N(N2)[P](O)(O)=O)[C@H]1C3=CC=C(F)C=C3)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,0,,2,,,,,,0,0,,,
CC(C)OC(=O)/C1=C/N(CC(C)(C)C2=C1[NH]C3=CC=CC=C23)C(=O)C4=CC=C(F)C(=C4)F,0,,0,,,,,,0,0,,,0
CC1=C2[N](C=C1NC(=O)OC[C@@H]3COCCN3)N=CN=C2NC4=CC5=C(C=C4)[N](CC6=CC(=CC=C6)F)N=C5,0,,1,,,,,,,,,,
O=C([C@@H]1CCCN(C1)C2CCN(CC2)C(=O)C3=C4C=CC=CC4=CC5=CC=CC=C35)N6CCOCC6,0,,0,,,,,,0,2,,,
CC[C@H](CO)NC1=NC(=C2N=C[N](C(C)C)C2=N1)NC3=CC(=CC=C3)C4=NC=CC=C4,0,,1,,,,,,0,2,,,
CC1=CC=C(C=C1)C2=C[N]3C4=C(CCCC4)SC3=N2,0,,1,,,,,,0,0,,,
CO[C@@H]1C[C@@H](CC[C@H]1O)C[C@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(C)/[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC,0,,3,,,,,,,,,,
CC(C)C[C@H](NC(=O)[C@H](O)[C@H](N)CC1=CC=CC=C1)C(O)=O,0,,,,,,,,,,,,
NC(CP(O)(O)=O)C(O)=O,0,,,,,,,,,,,,
[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C,0,,,,,,,,,,,,
CC1=CC=C(C=C1)[S+]([O-])(=O)NC(=O)NN2CCCCCC2,0,,,,,,,,,,,,
NC(=O)C1=CC(N)=CC=C1,0,,,,,,,,,,,,
NC(=N)NC1=CC2=C([NH]C3=C2C[C@@]4(O)[C@H]5CC6=CC=C(O)C7=C6[C@@]4(CCN5CC8CC8)[C@H]3O7)C=C1,0,,,,,,,,,,,,
CCC1(C)CC(=O)NC1=O,0,,,,,,,,,,,,
CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl,0,,,,,,,,,,,,
OC1=CC=C2CC3N(CCC45[C@@H](OC1=C24)C6=C(C[C@@]35O)C7=C(O6)C=CC=C7)CC8CC8,0,,,,,,,,,,,,
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,0,,,,,,,,,,,,
O\C1=C(\C(=O)NC2=C1C=CC(=C2)Cl)C3=CC=C(OC4=CC=CC=C4)C=C3,0,,,,,,,,,,,,
CC(/C=C/C1=CC(=CC=C1)OC2=CC=C(F)C=C2)N(O)C(N)=O,0,,,,,,,,,,,,
CNC1=C(C(O)=O)C2=C(OC(=N2)C[C@H]3O[C@@]4(CC[C@H]3C)O[C@@H]([C@H](C)C[C@H]4C)[C@H](C)C(=O)C5=CC=C[NH]5)C=C1,0,,,,,,,,,,,,
CN1\C(=C(\O)C2=C(C=CC=C2)[S+]1([O-])=O)C(=O)NC3=CC=CC=N3,0,,,,,,,,,,,,
C[C@H](O)C(=O)\C1=N\C2=C(NC1)\N=C(N)/NC2=O,0,,,,,,,,,,,,
CNCCC1=CC(=C(O)C=C1)O,0,,,,,,,,,,,,
CCCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC/4=C/C(=O)/C=C\[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO,0,,,,,,,,0,0,,,0
C[C@@H]\1COC(=N1)\NC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(OCC5=NC=CS5)C=C4)Cl,0,,1,,,,,,0,2,,,0
COC1=C(OC)C(=CC(=C1)C2=CC(=CN=C2C)C3=CC=C(C=C3)N4CCNCC4)OC,0,,1,,,,,,1,2,,,0
CCOC1=CC(=C(Cl)C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(F)C=C3)N,0,,,,,,,,0,0,,,0
CC1=CC(=CC=N1)C2=CC=C(CC(=O)NC3=CC=C(C=C3)C4=CC=CN=C4)C=C2,0,,,,,,,,0,0,,,0
CC(C)(O)CCC1=CC=C(OCC2=CC3=CC=CN=C3C(=C2)C4=CC=CC(=C4)OC(F)F)C=C1,0,,1,0,,,,,0,1,,,0
CCCC1=CC(=CC=N1)C(N)=S,0,,,,,,,,0,0,,,0
CC[N]1N=C(N=C1C2=NC(=C(N)N=C2)C3=NN=C(O3)C(C)(C)C)C4CCN(CC4)C(=O)CCO,0,,,,,,,,0,2,,,1
CC(C)[N]1C=NC2=C(NCCCCCCNC(=O)OC(C)(C)C)N=C(NCCO)N=C12,0,,1,0,,,,,0,0,,,0
CN(NC(=O)CC(=O)NN(C)C(=S)C1=CC=CC=C1)C(=S)C2=CC=CC=C2,0,,3,,,,,,0,0,,,0
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4C[C@H](F)C/5=C/C(=O)/C=C\[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C,0,,,,,,,,0,0,,,0
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,0,,,,,,,,0,0,,,0
CC[C@]12CC[C@H]3[C@@H](CCC/4=C/C(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,0,,,,,,,,0,0,,,0
CCNCC[S+]([O-])(=O)NC[C@]1(S\C(=N/N1C(=O)C(C)(C)C)NC(=O)C(C)(C)C)C2=CC=CC=C2,0,,,,,,,,0,0,,,0
CCOC(=O)C(=O)CBr,0,,0,0,,,,,0,0,,,0
CC(C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](CC2=CN=C[NH]2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(N)=O)NC(C)=O,0,,,,,,,,0,0,,,0
C[N]1C=NC2=C1C(=O)NC(=O)N2C,0,,,,,,,,0,0,,,0
OC1=C(Br)C=C(C=C1Br)\C=C2/C(=O)NC3=C2C=C(I)C=C3,0,,,,,,,,2,1,,,0
NC1=NC(=C(C#N)C(=N1)N)N[C@@H](C2CC2)\C3=N\C4=C(C(=CC=C4F)Cl)C(=O)N3C5=CC=CN=C5,0,,,,,,,,0,1,,,0
CC/1=C/N([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O,0,,,,,,,,0,0,,,0
CC1=C(COC2=NC=C(C=C2)C(=O)N3CC[S+]([O-])(=O)CC3)C(=NO1)C4=CC=C(F)C=C4,0,,,,,,,,0,0,,,0
CC[N]1C(=NC2=CN=CC(=C12)CNC3CCNCC3)C4=NON=C4N,0,,,,,,,,0,0,,,0
COC1CCC(CC1)C(=O)C2=CC3=C(C=C2)N=C4OCCCC4=C3,0,,1,0,,,,,0,0,,,0
CC(C)[N]1N=CC2=C1C(=O)CC3(CCN(CC3)C(=O)C4=CC=C5[NH]C(=NC5=C4)C)C2,0,,,,,,,,0,0,,,0
COC1=C(O)C(=CC(=C1)COC2OC(CO)C(O)C(O)C2O)OC,0,,0,,,,,,0,0,,,
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)O[C@H]1O[C@H]4CC[C@@]5(C)C(CC[C@]6(C)C5C\C=C/7C8CC(C)(C)CC[C@@]8([C@@H](C[C@@]67C)O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)C(O)=O)C4(C)C,0,,0,,,,,,0,0,,,
CN[C@H](C)[C@H]1CC[C@@H](N)[C@H](O1)O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O,0,,0,,,,,,,,,,
CCC1=CC=CC2=C1[NH]C3=C2CCO[C@]3(CC)CC(O)=O,0,,0,,,,,,,,,,
CCCC(CCC)C(=O)NCC1=CC=C2[N](N=CC2=C1)C3=CC=CC=C3OC,0,,1,,,,,,0,0,,,
CC1=CC=C(C)C(=C1)[N]2C=NC3=CC(=CC=C23)C(=O)NCC4=C(Cl)C=CC=C4,0,,2,,,,,,0,0,,,
CC(C)C1=NN=C(C)[N]1C2CC3CCC(C2)N3CC[C@H](NC(=O)C4CCC(F)(F)CC4)C5=CC=CC=C5,0,,0,,,,,,,,,,
C/C=C(C)/C(=O)OC1C(C)C2(O)C3\C=C(C)/C(=O)C3C\C(=C/C2C4C(C)(C)C14OC(C)=O)CO,0,,0,,,,,,2,0,,,
CCC(C)(OC(C)=O)C(=O)O[C@H]1[C@@H](C[C@@H]2[C@](C)([C@H](C)C[C@H](OC(C)=O)[C@@]2(COC(C)=O)[C@@]13CO3)[C@@H]4C[C@H]5\C=C/O[C@H]5O4)OC(C)=O,0,,0,,,,,,0,0,,,
COC(=O)C(OC(C)=O)C1C(C)(C)C(OC(=O)\C(C)=C\C)C2(O)CC/3=C/4CC(=O)OC(C5=COC=C5)C4(C)CCC3C1(C)C2=O,0,,0,,,,,,0,0,,,
C[C@H]\1[C@H]2\C=C(/[C@@H]3COC(=O)[C@](O)(CO)C23\C=C1C)C(O)=O,0,,0,,,,,,0,0,,,
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C2=C(O)C(=C(O)C(=C2O)C(=O)CCC3=CC=CC=C3)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O,0,,0,,,,,,0,0,,,
CC(C)C1(O)NC(=O)C(CC2(O)C3NC(C)(C)C(=O)N3C4=C2C=CC=C4)N\5C(=O)C6=CC=CC=C6\N=C15,0,,0,,,,,,0,0,,,
COC(=O)[C@]12CCCC(C)(C)C1CCC3=C2C(=C(O)C(=C3)C(C)C)O,0,,0,,,,,,0,0,,,
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@H]3[C@H](O)[C@H](O[C@@H](O[C@H]4CC[C@@]5(C)C(CC[C@]6(C)C5CC[C@]78OC[C@@]9(CCC(C)(C)CC79)[C@H](O)C[C@@]68C)C4(C)C)[C@@H]3O[C@@H]%10O[C@H](CO)[C@@H](O[C@@H]%11OC[C@@H](O)[C@H](O)[C@H]%11O)[C@H](O)[C@H]%10O)C(O)=O)[C@H](O)[C@H](O)[C@H]1O,0,,0,,,,,,0,0,,,
COC1=CC(=C2C(=O)OC\3(C(O)C(=O)\C=C3C)C2=C1)O,0,,0,,,,,,0,0,,,
C[C@H]1C(=O)O[C@H]2[C@H](O)[C@]34C5OC(=O)[C@]3(O[C@@H]6OC(=O)[C@H](O)C46[C@@H]([C@H]5O)C(C)(C)C)C12O,0,,0,,,,,,0,0,,,
CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]4CC[C@]5(C)[C@@H]4[C@H](O)CC6[C@@]7(C)CC[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)C(C)(C)C7CC[C@@]56C,0,,0,,,,,,0,0,,,
CC(C)CC(=O)O[C@H]\1C[C@@]2(COC(C)=O)[C@H](O[C@@H]3[C@H](O)C[C@@]2(C)[C@]34CO4)\C=C1C,0,,3,,,,,,3,3,,,
CC1OC(OC2C(O)C(O)C(OC2COC3OC(CO)C(O)C(O)C3O)OC(=O)C45CCC(C4C6CCC7C8(C)CCC(=O)C(C)(C)C8CCC7(C)C6(CC5)C(O)=O)C(C)=C)C(O)C(O)C1O,0,,0,,,,,,0,0,,,
CC(CCC/1=C(C)/CC(O)CC1(C)C)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O,0,,0,,,,,,0,0,,,
COC1=CC(=C(OC)C(=C1/C2=C/C(=O)OC2CC(O)=O)O)C3=CC=C(O)C=C3,0,,0,,,,,,0,0,,,
C[C@@H]1CC[C@@]2(CC[C@]3(C(O)=O)\C(=C/CC4[C@@]5(C)CC[C@H](OC6OC(CO)C(O)C(OC7OC(C)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C6O)C(C)(C)C5CC[C@@]34C)C2[C@H]1C)C(O)=O,0,,0,,,,,,0,0,,,
CC(C)C=C1NC(=O)C(C(C)C)N\2C(=O)C3=CC=CC(=C3\N=C12)O,0,,0,,,,,,0,0,,,
ClC1=C(NC(=O)C2=CN=C3C=CC(=C[N]23)C4CCNCC4)C=CC=C1,0,,1,,,,,,0,2,,,
CN1C(=O)\C=C(N2CCCC(N)C2)/N(CC3=C(C=CC=C3)C#N)C1=O,0,,0,,,,,,,,,,
CN[C@@H]1CCC2NC3=CC=C(C=C3C2C1)C(N)=O,0,,0,,,,,,0,0,,,
CCNC(=O)CC1\N=C(C2=CC=C(Cl)C=C2)/C3=C(C=CC(=C3)OC)[N]4C(=NN=C14)C,0,,2,,,,,,,,,,
C[N@+]1(CC[C@@]23[C@H]4OC5=C(O)C=CC(=C25)C[C@@H]1[C@]3(O)CCC4=O)CC6CC6,0,,0,,,,,,,,,,
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](CC2=CC=CC=C2)C3=NC=CS3)OC)N(C)C(=O)[C@@H](NC(=O)C(C)(C)N)C(C)C,0,,3,,,,,,0,3,,,
FC1=CC=CC(=C1)N2CNC(=O)C23CCN(CCNC(=O)C4=CC5=CC=CC=C5C=C4)CC3,0,,1,,,,,,0,1,,,
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]3[C@@H]2[C@H](O)C[C@]4(C)[C@H](CC[C@]34O)C\5=C\OC(=O)\C=C5,0,,3,,,,,,0,3,,,
CN(C)CC1CC[N]2C(=C(C3=C2C=CC=C3)\C4=C(\C(=O)NC4=O)C5=C[N](C)C6=C5C=CC=C6)C1,0,,2,,,,,,,,,,
CC[N]1C=C(C(=N1)C)C/2=N/OC(C2)C(=O)N\C3=C(/C)N(C)N(C3=O)C4=CC=CC=C4,0,,0,,,,,,0,0,,,
NC(=O)C1=CC(=CC=C1)C2=C(O)C=CC(=C2)OC(=O)NC3CCCCC3,0,,1,,,,,,0,0,,,
CCOC(=O)C1=C(C)[N](N=C1C)C2=CC(=CC=C2)[N+]([O-])=O,0,,0,,,,,,0,0,,,
CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@H](CC[C@@]45C[C@@]35CC[C@]12C)NC,0,,2,,,,,,2,0,,,0
CN1C(=O)C(CC2=CC3=CC=CC=C3C=C2)NC(=C/4\C=C/C(=O)/C=C4)C5=C1C=CC(=C5)Cl,0,,1,,,,,,1,2,,,
CCC1=CC=C(C=C1)C2=NC(=C(C)O2)CSCC(=O)NCCC3=CC=CC=C3,0,,1,,,,,,0,0,,,
CCOC(=O)CCC(=O)O[C@@H]1[C@H](C[C@@H](C)O[C@H]1O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)N(C)C,0,,0,,,,,,,,,,
[O-][S+](=O)(C1=CC=C(NC(=O)\C2=C\CN(CC2)C3=C(C=CC=N3)C(F)(F)F)C=C1)C(F)(F)F,0,,2,,,,,,0,2,,,
C1CCN2C[C@H]3C[C@H](\C=C/4CCCN[C@@H]34)[C@H]2C1,0,,0,,,,,,,,,,
CC1=NC(=CC(=N1)NC2=NC=C(S2)C(=O)NC3=C(Cl)C=CC=C3C)N4CCN(CCO)CC4,0,,1,,,,,,,,,,
N(C1=NN=C(S1)C2=CC=NC=C2)C3=C4C=CC=CC4=CC=C3,0,,0,,,,,,0,0,,,
OC1=C2C=N[NH]C2=NC=N1,0,,,,,,,,,,,,
CS(=O)(=O)C1=CC=C(C=C1)N2N=C(C=C2C3=CC=C(F)C=C3)C(F)(F)F,0,,,,,,,,,,,,
CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]/3CN(C)[C@@H]4CC5=C(Br)[NH]C6=CC=CC(=C56)\C4=C3)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,0,,,,,,,,,,,,
NCCC1=CC=C(O)C=C1,0,,,,,,,,,,,,
Cl.CN(CCCOC1=CC=C(CC2=CC=CC=C2)C=C1)CCC(O)=O,0,,,,,,,,,,,,
OC(=O)\C=C\C(O)=O.CN1CCC(CC1)=C2C3=C(SC=C3)C(=O)CC4=CC=CC=C24,0,,,,,,,,,,,,
CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2,0,,,,,,,,,,,,
CN1CC\C=C(/C1)C(=O)OCC#C,0,,,,,,,,,,,,
CC[C@H]1[C@H](COC1=O)CC2=CN=C[N]2C,0,,,,,,,,,,,,
Cl.CC1(C)C(=O)N(CCN2CCC(CC2)C(=O)C3=CC=C(F)C=C3)C4=C1C=CC=C4,0,,,,,,,,,,,,
CCN1CCC[C@H]1CNC(=O)C2=C(OC)C=CC(=C2)[S+](N)([O-])=O,0,,,,,,,,,,,,
COC1=CC=C(CNC(=O)\C=C\C2=CC=C3[NH]C=C(CCN(C)C)C3=C2)C=C1,0,,,,,,,,,,,,
COC1=CC(=C(OC)C=C1)C(O)C(C)N,0,,,,,,,,,,,,
[H][C@](O)(CNC(C)C)COC1=CC=CC2=CC=CC=C12,0,,,,,,,,,,,,
NC(CO)(CO)CO.OC(=O)C1CCN2C1=CC=C2C(=O)C3=CC=CC=C3,0,,,,,,,,,,,,
OC(=O)C1=C(NCCCC2=CC=CC=C2)C=CC(=C1)[N+]([O-])=O,1,,,,,,,,,,,,
OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C3=C(C(=CC=C3O)O)C2=O,0,,,,,,,,,,,,
COC1=CN=C(C=C1)N2C(=O)N(CC3=CN=C(NC4=CC=C(C=C4OC)C5CCN(C)CC5)N=C23)C6=C(C)C=CC=C6Cl,0,,,,,,,,0,2,,,0
CN(C)CCOC1=CC(=CC=C1NC(=O)C2COC3=CC=CC=C3O2)C4=C[NH]N=C4,0,,1,0,,,,,0,0,,,0
CCOC(=O)C1=CCCCC1[S+]([O-])(=O)NC2=CC=C(F)C=C2Cl,0,,,,,,,,0,0,,,0
COC1=C(C=CC=C1)N2CCN(CC2)CCN(C(=O)C3CCCCC3)C4=CC=CC=N4,0,,,,,,,,0,0,,,0
C=C1C(/C[C@@H](O)C[C@@H]1O)=C\C=C2/CCC[C@]3(C)[C@H](CC[C@@H]23)[C@H](C)/C=C/[C@H](C)C(C)C,0,,1,0,,,,,0,0,,,0
NC1=NC2=C(N=C(C(=N2)N)C3=CC(=CC=C3)Cl)C(=N1)N,0,,,,,,,,2,2,,,2
C1CCN(CC1)CCOC2=CC=C(C=C2)C3=C[N]4N=CC(=C4N=C3)C5=CC=NC=C5,0,,,,,,,,0,2,,,0
CNC1CCC(CC1)N(CC2=CC(=CC=C2)C3=CC=NC=C3)C(=O)C4=C(Cl)C5=C(F)C=CC(=C5S4)F,0,,1,1,,,,,0,1,,,0
NCC(=O)NC1=CC=C(C=C1)[N]2N=C(C=C2C3=CC4=C(C=C3)C5=C(C=CC=C5)C=C4)C(F)(F)F,0,,,,,,,,0,1,,,0
C[C@@H]1CCN(C[C@@H]1N(C)C2=C3C=C[NH]C3=NC=N2)C(=O)CC#N,0,,,,,,,,0,0,,,0
CN1\C(=C(\O)C2=C(C=CS2)[S+]1([O-])=O)C(=O)NC3=CC=CC=N3,0,,,,,,,,0,0,,,0
COC1=C(Cl)C=C(Cl)C(=C1)NC2=C(C=NC3=C2C=C(OC)C(=C3)OCCCN4CCN(C)CC4)C#N,0,,1,,,,,,,,,,
N[S+]([O-])(=O)C1=CC=C(NC2=NC3=C([NH]C=N3)C(=N2)OCC4CCCCC4)C=C1,0,,1,,,,,,0,0,,,0
CN(C)CC(NC(=O)N1CC2=C([NH]N=C2NC3=NC(=NC4=C3SC=C4)C)C1(C)C)C5=CC=CC=C5,0,,3,,,,,,,,,,
COC(=O)\C1=C\O[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]3[C@@H]1\C=C/[C@@]3\4OC(=O)\C(=C4)[C@H](C)OC(=O)\C=C\C5=CC=C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C=C5,0,,0,,,,,,0,0,,,
COC1=C(OC)C=C2C(=CC=NC2=C1)OC3=CC=C(NC(=O)NC4=NOC(=C4)C)C(=C3)Cl,0,,1,,,,,,,,,,
OC[C@H]1O[C@@H](OC2=C(C=C(O)C3=CC=CC(=C23)O)C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,0,,0,,,,,,0,0,,,
CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3C[C@H](F)\C4=C\C(=O)\C=C/[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl,0,,1,,,,,,,,,,
NC(CC1=CNC2=C1C=C(O)C=C2)C(O)=O,0,,0,,,,,,,,,,
COC1=CC=C(C=C1)C#CC2=CC=C(C(=C2)F)C(=O)N3CCC[C@@H](O)C3,0,,1,,,,,,0,0,,,
CC1CCC2C(C)(C)[C@@H](O)CC[C@]2(C)C13CC4=C(O)C=C5C(=O)N(CC5=C4O3)C(CCC(O)=O)C(O)=O,0,,0,,,,,,,,,,
CC(=O)N1CCN(CC1)C(=O)CC2=CC=C(NC3=NC=C(F)C(=N3)NC4=CC=C(C=C4)C(=O)NC5=C(Cl)C=CC=C5)C=C2,0,,2,,,,,,,,,,
NC1=NC=NC2=C1C(=N[N]2C3CCCN(C3)C(=O)C=C)C4=CC=C(OC5=CC=CC=C5)C=C4,0,,1,,,,,,,,,,
CC(C)CC1NC(=O)C23OC(=O)\C=C\C(O)CCC\C(=C\C2\C=C(\C)C(C)C13)C,0,,0,,,,,,0,0,,,
CC12CCCC(C)(C1CCC34CC5C(CC23)C5(C)C4)C(O)=O,0,,0,,,,,,0,0,,,
CCOC(=O)\C1=C\C2=CC=C(C=C2\N=C(N)/C1)C(F)(F)C(F)(F)F,0,,1,,,,,,0,0,,,
OC1=CC=C(CC2N3C(CN(CC4=CC=CC5=CC=CC=C45)C2=O)N(CCC3=O)C(=O)NCC6=CC=CC=C6)C=C1,0,,2,,,,,,,,,,
CC1=C(C(=NO1)C)C2=CC(=CC(=C2)O)C(O)C3=CC=CC=C3,0,,2,,,,,,,,,,
C(CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3)CC4=NN=N[NH]4,0,,0,,,,,,0,0,,,
O=C(NCCCN1CCOCC1)C2=C3N=C(C=C([N]3N=C2)C4=CC=CC=C4)C5=CC=CC=C5,0,,2,,,,,,0,0,,,
CCOC1=CC=C(C=C1)N2C(=O)C3=CC=CN=C3/N=C2/[C@@H](C)N(CC4=CC=CN=C4)C(=O)CC5=CC=C(OC(F)(F)F)C=C5,0,,1,,,,,,0,0,,,
CCOC1=NC2=CC=CC(=C2[N]1CC3=CC=C(C=C3)C4=CC=CC=C4\C5=N\C(=O)O[N-]5)C(=O)OC\C6=C(/C)OC(=O)O6,0,,0,,,,,,,,,,
FC(F)(F)C1=CC=CC(=C1)N2C(=S)NC3=CC(=CC=C3C2=O)C(=O)NCC4=CC=CC=C4,0,,1,,,,,,0,0,,,
COC(=O)C12\C(=C(C)/C(=O)C1(C)\C(=C/C3C2(C)CCC4C(C)(C)C(O)CCC34CO)C)O,0,,0,,,,,,0,0,,,
OC/C=C/C1=CC=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,0,,0,,,,,,0,0,,,
CC(O)(C1C(O)CC2C3C/C=C4/CC(O)CC(O)C4(C)C3C(O)CC12C)C(=O)C5CC5(CO)COC6OC(CO)C(O)C(O)C6O,0,,3,,,,,,0,3,,,
CC/1=C/C(=O)C2C(C)(C)CCC[C@]2(C)[C@H]1CO,0,,0,,,,,,0,0,,,
CC1CC(=O)C2C(O)(C1)CC(O)C34OC3C5=C(C=CC=C5O)C(=O)C24O,0,,0,,,,,,0,0,,,
CC1=CC(=C(O)C(=C1)CO)C(=O)CC2CC(=O)NC(=O)C2,0,,0,,,,,,0,0,,,
